quarter_date,hb_code,hb_name,loc_code,loc_name,measure,stays,los,avlos,sex,age
2018-12-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,131,576,4.3969465648855,Male,50-59
2018-03-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,180,806,4.47777777777778,Male,60-69
2018-06-30,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,172,650,3.77906976744186,Male,60-69
2018-09-30,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,168,623,3.70833333333333,Male,60-69
2018-12-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,206,761,3.69417475728155,Male,60-69
2018-03-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,186,799,4.29569892473118,Male,70-79
2018-06-30,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,210,1082,5.15238095238095,Male,70-79
2018-09-30,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,190,1105,5.81578947368421,Male,70-79
2018-12-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,225,1027,4.56444444444444,Male,70-79
2018-03-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,100,282,2.82,Male,80-89
2018-06-30,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,92,410,4.45652173913043,Male,80-89
2018-09-30,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,94,365,3.88297872340426,Male,80-89
2018-12-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,95,312,3.28421052631579,Male,80-89
2018-03-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,5,5,1,Male,90+
2018-06-30,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,5,7,1.4,Male,90+
2018-09-30,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,5,7,1.4,Male,90+
2018-12-31,S08000015,NHS Ayrshire & Arran,S08000015,NHS Ayrshire & Arran,Elective Inpatients,5,0,0,Male,90+
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,0,,Female,10-19
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,0,,Female,10-19
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,0,,Female,10-19
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,0,,Female,10-19
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,10,2,Female,20-29
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,5,1,Female,20-29
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,11,2.2,Female,20-29
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,10,2,Female,20-29
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,15,3,Female,30-39
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,15,20,1.33333333333333,Female,30-39
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,15,21,1.4,Female,30-39
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,10,10,1,Female,30-39
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,20,40,2,Female,40-49
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,35,85,2.42857142857143,Female,40-49
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,24,95,3.95833333333333,Female,40-49
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,33,75,2.27272727272727,Female,40-49
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,55,183,3.32727272727273,Female,50-59
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,55,234,4.25454545454545,Female,50-59
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,40,168,4.2,Female,50-59
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,46,130,2.82608695652174,Female,50-59
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,80,215,2.6875,Female,60-69
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,85,270,3.17647058823529,Female,60-69
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,70,268,3.82857142857143,Female,60-69
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,75,220,2.93333333333333,Female,60-69
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,88,420,4.77272727272727,Female,70-79
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,85,249,2.92941176470588,Female,70-79
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,90,332,3.68888888888889,Female,70-79
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,95,374,3.93684210526316,Female,70-79
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,30,154,5.13333333333333,Female,80-89
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,25,84,3.36,Female,80-89
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,45,185,4.11111111111111,Female,80-89
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,50,290,5.8,Female,80-89
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,10,2,Female,90+
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,0,,Female,90+
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,5,,Female,90+
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,0,,Male,10-19
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,0,,Male,10-19
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,5,1,Male,10-19
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,5,1,Male,20-29
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,10,15,1.5,Male,20-29
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,5,1,Male,20-29
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,6,1.2,Male,20-29
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,5,1,Male,30-39
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,10,15,1.5,Male,30-39
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,15,50,3.33333333333333,Male,30-39
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,10,15,1.5,Male,30-39
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,25,71,2.84,Male,40-49
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,20,67,3.35,Male,40-49
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,15,45,3,Male,40-49
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,30,65,2.16666666666667,Male,40-49
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,55,182,3.30909090909091,Male,50-59
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,45,181,4.02222222222222,Male,50-59
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,50,134,2.68,Male,50-59
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,75,209,2.78666666666667,Male,50-59
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,110,363,3.3,Male,60-69
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,100,335,3.35,Male,60-69
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,110,390,3.54545454545455,Male,60-69
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,113,320,2.83185840707965,Male,60-69
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,115,451,3.92173913043478,Male,70-79
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,130,752,5.78461538461538,Male,70-79
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,120,715,5.95833333333333,Male,70-79
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,140,537,3.83571428571429,Male,70-79
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,60,189,3.15,Male,80-89
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,55,305,5.54545454545455,Male,80-89
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,50,226,4.52,Male,80-89
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,60,240,4,Male,80-89
2018-03-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,0,5,,Male,90+
2018-06-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,5,1,Male,90+
2018-09-30,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,5,1,Male,90+
2018-12-31,S08000015,NHS Ayrshire & Arran,A210H,University Hospital Ayr,Elective Inpatients,5,0,0,Male,90+
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,27,1.35,Female,0-9
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,28,35,1.25,Female,0-9
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,21,1.05,Female,0-9
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,22,1.1,Female,0-9
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,25,35,1.4,Female,10-19
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,35,45,1.28571428571429,Female,10-19
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,35,50,1.42857142857143,Female,10-19
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,25,30,1.2,Female,10-19
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,30,45,1.5,Female,20-29
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,25,140,5.6,Female,20-29
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,40,2,Female,20-29
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,25,35,1.4,Female,20-29
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,30,70,2.33333333333333,Female,30-39
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,30,80,2.66666666666667,Female,30-39
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,15,25,1.66666666666667,Female,30-39
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,25,30,1.2,Female,30-39
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,40,77,1.925,Female,40-49
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,36,75,2.08333333333333,Female,40-49
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,40,92,2.3,Female,40-49
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,40,80,2,Female,40-49
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,70,171,2.44285714285714,Female,50-59
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,90,214,2.37777777777778,Female,50-59
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,85,191,2.24705882352941,Female,50-59
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,63,140,2.22222222222222,Female,50-59
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,80,263,3.2875,Female,60-69
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,90,330,3.66666666666667,Female,60-69
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,90,249,2.76666666666667,Female,60-69
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,105,952,9.06666666666667,Female,60-69
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,63,275,4.36507936507936,Female,70-79
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,90,406,4.51111111111111,Female,70-79
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,100,353,3.53,Female,70-79
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,85,550,6.47058823529412,Female,70-79
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,35,126,3.6,Female,80-89
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,40,145,3.625,Female,80-89
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,39,80,2.05128205128205,Female,80-89
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,31,105,3.38709677419355,Female,80-89
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,0,5,,Female,90+
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,0,10,,Female,90+
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,5,5,1,Female,90+
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,5,5,1,Female,90+
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,25,1.25,Male,0-9
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,26,1.3,Male,0-9
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,33,35,1.06060606060606,Male,0-9
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,25,1.25,Male,0-9
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,15,25,1.66666666666667,Male,10-19
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,20,1,Male,10-19
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,10,10,1,Male,10-19
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,15,25,1.66666666666667,Male,10-19
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,15,41,2.73333333333333,Male,20-29
2018-06-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,10,15,1.5,Male,20-29
2018-09-30,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,15,30,2,Male,20-29
2018-12-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,15,55,3.66666666666667,Male,20-29
2018-03-31,S08000015,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,Elective Inpatients,20,45,2.25,Male,30-39
